text,rationale
"Okay.  They traveled 427 miles, and then continue, Student K. I'm sorry.  I'm sorry Student K, but this group, these two groups right here are being extremely rude.  You're following along.  Continue.",0
"You did – oh, so you did – Student R, please stop with the noises.  It's distracting.  Did you do a timeline?  How did you do it?",1
"200 plus 160 plus 6 – I'm sorry.  Two boys, I just changed your numbers, and yet you're talking.  Student J, it's not time to say hello to your friends.  Here.  Just take this pile. 200 plus 160 plus 6 equals—",1
"I'm sorry, but Student M's reading.  You're paying attention to this lesson.  I don't care who's outside the door, okay? The behavior, and the movement, and the distractions is a little too much today.  So how far is it from New York City, to where was she going?",1
"632, good job, miles.  So now I want to see if you can tell me which – Student E, you can go to the bathroom.  Which week was the shortest amount of travel?  Student K?  Week two, 366 miles.  What was the longest week?",0
"14 times 32.  How did you find it?  I don't know that for a fact.  How'd you find it?  Let's break up both of them, 10, 4, 30 and 2.  10 times 30 equals – Student G, why are you talking right now?  Okay?  We're up here.  10 times 30 is?",0
"Oh.  That's right.  It's eight.  It's 120.  I'm thinking it's 80.  There we go, 448.  Good job, Student E.  Excuse me. That's not how we behave.  I realize it's after recess, but you need to calm down.  You're looking at your map on the back of page 15, so it's page 16 and it should look like this.  Who does not have a map?  Take one, leave one for Student G.  Does everyone have a map back here?  Today we're going to continue to solve addition problems about car trips, okay?  So here's the map.  This is part of the United States where the Jones family lives.  What do you know about this part of the United States?  What part of the United States is this?  Student B?",1
"Student M, no.  You need to control.  I don’t want to hear oohs and ahs.  You're not a monkey here.",1
"All right.  I'm going to talk to him about that.  So you are going to solve these problems about the Jones's family car trip.  Show your solutions so someone else can understand how you solved the problem.  Before you get started, what are some ways you can show – oh wait.  Student A, put the ruler away.  You're not using it.  You don't need it.  No. Away.  What are some ways you can show how you solved these problems?  What's one way, Student G?  So these are addition problems.  How are you going to show how you solved it?",1
"Your timeline.  So you are working on questions one, two, and three, and you will have 15 minutes to work with your partner quietly.  I want you to discuss it.  Read the questions together.",0
"Looking at me.  I'm going to Student S and  student S back there on the table.  Yeah, a little bit.  All right boys and girls, hands down.  Student S over on that side please. Sh.  Everyone’s looking at me.  Now today for math we are going to be learning about geometric shapes.  Now on our last book we studied some geometric shapes.  They were in Polly Polygons.  Who remembers what some of those shapes were?  Our geometric shapes.  I just so happen to have a bag of Polly Polygons here.  Student R?",0
"Count them with your partner.  Say to your partner, “Here’s my shape.  Here’s my shape.  Let’s count together where the faces are, where the edges are, where the vertices are.” So you and your partner should have the same number.  On this paper that you're getting you are putting your name on it. On the first paper you're not.  Student L? So you're putting your name on it so we know and then we’ll get with our partners and I’ll give you your bag of shapes.  And you're going to be going with Mr.  C, so you're — when the big hand’s on the five, okay?  No?  Oh, Student G, you got to be sitting until I get you with your partner.  All right, I am waiting for us to get with partners.  If you feel you know who you want for a partner, stand please. Who?",1
