text,cm
"No, we're putting a little speed in it.  This group is not supposed to be communicating with this group.",TRUE
"What do we need, when we’re looking at a fraction?  We need the part and we need the whole.",FALSE
You’ve had a turn so put your hand down.  Student M?  Student N?,TRUE
"Okay, the three of you?",FALSE
Let me see if I can do this.  It looks like it's going to be a hexagon.  Sorry?,FALSE
"So it’s important to know that – I don't know if we would do transformations here, but it’s certainly important to know what kinds of angles these are when we measure them.  A lot of the structure, how strong a bridge is, is based on angles.  That determines what it can hold and how flexible it is, how long it’s gonna be able to stay up.",FALSE
"9 and 1 makes 14?  You said 9.  I need to get from 9 to 14. What makes that happen, right?  What did you say in your head?  9 to 14 is what?  There's a sign on the door.  9 to 14 is what, Student M?",FALSE
"Same thing, okay?  When the denominators are the same, we have common denominators, all we do is subtract the?",FALSE
And it becomes what?,FALSE
"Yeah, read the fractions.  Student T, number three.",FALSE
And out of 60?,FALSE
No.,FALSE
"One of the volumes you needed to design a box for was 144 cubic centimeters.Which one of these sets of dimensions would work for this box?Is it the first one there, a length of 3, a height of 12, a width of 4, or is it the second set of dimensions, a length of 3, a width of 4, and a height of 6?",FALSE
"Oh! Okay, oh, okay so yours is this. I gotcha.",FALSE
So I can put them in groups of two.  I have one group of two yellow.  How many groups can I make the red out of?  How many groups?,FALSE
"Okay, Student J?",FALSE
"Ten.  Student T and Student C, 57 rounded to the nearest 10 is –",FALSE
Excellent.  All right now we’re on to the more tricky things – slightly tricky – not too tricky because I know I have a classroom full of what?,FALSE
"Okay, then you’re fine.",FALSE
Sixty.,FALSE
What number?,FALSE
So let’s look at that.,FALSE
Okay but you know why wait let me think about this.,FALSE
"Triangle, you needed to draw and label your parts.  Some of you labeled this – I’m gonna write on this.  I would do it on the board, but I know that the camera needs to see.  This is what you have on your book, right?",FALSE
Twenty times ten –,FALSE
"Are you done with H?  Do this then.  Do this.  You didn’t do this yet, there’s no way.  When you are done read it before you answer – read it.",FALSE
40.  How many zeros?,FALSE
"Yes, because we were able to interpret it in the – with the same answers, okay?  So my question is as we wrap this up is how can you check to see if you’ve built an accurate number model?  What can you do?  I want to check to see if this number model is correct.  What can I do to check to see if the number model is correct?  Talk to someone and see if you guys can figure it out.",FALSE
"12 to 2.  Six twelfths and 2.  What do I do there?  Is 12 divided by 2, 2?",FALSE
Okay.,FALSE
"Beautiful.  64 and 18 hundredths.  And the next one, Student G?",FALSE
"Okay.  Now we put all these – so you have 8 on here, you have 2 on here, you have 4 on here.  You’ve got to add the other ones, though.  18, 36 – so go ahead and add those.  Let’s see if we can come up with any more.  Good.  Okay.  What’d you write here – 7 times 17?  That’s right.  Put it back there.  Anything else?  Oh, are you going to add them to your thing?  And then you can still try to work on some other stuff.  Student M, do you need help?",FALSE
"The price of gas over time.  That's a good one because that’s changed a lot over time.  When I first moved here to Atlanta, it was like $.69 a gallon and now it's like $3.40 something.  And a few years ago it was up to $5.00.  So that is something you would see change over time.  And what else?",FALSE
No.  I never said bring your math journal.  I said bring the paper that has the dog on it.  Have a mirror with you and a pencil.  Raise your hands if you were able to follow that direction?  You have a math journal with you.  You weren’t able to – you have a math journal with you.  You were not able to follow that direction.,TRUE
"Mm-hmm, so write it in that box.  Very good, Student S.  Now what are you gonna multiply over here?",FALSE
Everybody agree?,FALSE
"Just, yeah, just right a few ideas on your own and then we’re going to talk about it in your group and see if you guys came up with the same thing.",FALSE
"Okay.  Guys, so I’m going to take that out and somebody else – are we fine until this 270?",FALSE
"But, wait.  This matches this.  Then this comes up to a point. What does this do?  This goes down.",FALSE
Your eyes should be turning to Student [E]; he’s the person speaking.,TRUE
Yeah.,FALSE
"No, you’re making one fourth – just another fourth.  So do these two pieces – put them on top.  And do these two pieces equal one fourth?",FALSE
"Remember, the denominator is always how many in all.  What is the denominator?  The number on the—",FALSE
"Student A, how many faces or flat surfaces do you find?",FALSE
Good.,FALSE
"I have 3, ready.  Are you working it out?  I'm going to grab the 1st one, student?  I have one, 2, 3, 4.  All right, let's look at the 1st one.  You are on the second one.",FALSE
"Okay.  Well, let’s go through it.  Six times eight is?",FALSE
So the pre-image is the image before the what?,FALSE
"Student C, what’s the card that you picked, say it again.",FALSE
"Why would you say greater?  Here is the right angle.  Look at me.  All us friends that are having trouble with angles, here's a right angle.  90 degrees.  If my angle is smaller, is this measurement going to be greater than or less than 90?",FALSE
"Because you forgot to – multiply right, right?  125 x 2.  5 x 2 is 10.  2 x 2 plus the 1 is 5.  And 2 x 1 is 2.  That’s why you’ve got to be careful.  You would have gotten points taken off. Now, it says $6.00 to pay for the three balloons, so what kind of number sentence should have, Student K?",FALSE
"Oh, no, there’s more than four.  You guys are wrong.  How many’d you have?",FALSE
"All right, my multiplication problem is what?",FALSE
Okay.  So put a 7.,FALSE
"It is, but it’s not responding to me.  Let me click a quick button.  There we go.  All right, I want you to make a place on your notes for capacity and volume, and what we’re going to start with today is, what is capacity and volume? In both of them we’re measuring the size of a three- dimensional area.  And when I say three-dimensional, what am I talking about?  Student C?",FALSE
"These two answers are the same, right.",FALSE
"Oh, you did?  Thank you for admitting that.",FALSE
What's left of 179?  So I think you should’ve done the opposite of add in this.,FALSE
Yes.,FALSE
"Nine.  Nine, and we need to make sure that we say nine what? It’s not apples, oranges –",FALSE
"When I get to you when we compare fractions, then you can take out your fraction strips, okay?  Just … just one second, honey.  This group is also doing, “Think Together” okay? read the directions two times, before you start.  Okay, what’s the problem?",TRUE
"You have this one, this one, this one these are extras right? These aren’t even in the right place.",FALSE
